0.000000,0.019043,-0.052246,0.978027,-0.937500,-1.250000,0.875000,0.209961,0.031250,-0.448730
0.003906,0.019043,-0.052246,0.978027,-0.937500,-1.250000,0.875000,0.209961,0.031250,-0.448730
0.007813,0.019043,-0.067871,0.997559,-0.937500,-1.875000,0.250000,0.209961,0.031250,-0.448730
0.011719,0.026855,-0.032715,0.989746,-1.312500,-2.000000,0.125000,0.214844,0.041016,-0.453613
0.015625,0.003418,-0.032715,0.993652,-1.750000,-2.125000,0.000000,0.214844,0.041016,-0.453613
0.019531,0.000000,-0.009277,1.020508,-1.562500,-2.312500,-0.187500,0.214844,0.041016,-0.453613
0.023438,-0.003906,-0.028809,1.020508,-1.250000,-2.187500,-0.062500,0.214844,0.041016,-0.453613
0.027344,0.011230,-0.032715,1.001465,-1.000000,-1.937500,-0.062500,0.214844,0.041016,-0.453613
0.031250,-0.007813,-0.044434,1.009277,-0.812500,-1.687500,0.062500,0.214844,0.041016,-0.453613
0.035156,0.015137,-0.032715,1.001465,-0.625000,-1.312500,0.000000,0.214844,0.041016,-0.453613
0.039063,0.007324,-0.032715,0.981934,-0.875000,-1.062500,0.375000,0.212402,0.038574,-0.438477
0.042969,0.003418,-0.024902,1.005371,-0.812500,-0.625000,0.437500,0.212402,0.038574,-0.438477
0.046875,-0.003906,-0.056152,1.012695,-1.187500,-0.625000,0.625000,0.212402,0.038574,-0.438477
0.050781,0.022949,-0.040527,1.009277,-1.437500,-0.687500,0.625000,0.205078,0.031250,-0.438477
0.054688,0.000000,-0.052246,0.985840,-1.625000,-1.062500,0.812500,0.205078,0.031250,-0.438477
0.058594,0.030762,-0.040527,0.993652,-1.625000,-1.000000,0.687500,0.205078,0.031250,-0.438477
0.062500,0.019043,-0.060059,0.989746,-2.000000,-0.875000,0.625000,0.205078,0.031250,-0.438477
0.066406,0.019043,-0.044434,1.005371,-2.687500,-1.187500,0.625000,0.209961,0.038574,-0.441406
0.070313,0.022949,-0.060059,1.009277,-2.875000,-1.312500,0.625000,0.209961,0.038574,-0.441406
0.074219,0.007324,-0.032715,1.001465,-3.125000,-1.375000,0.875000,0.209961,0.038574,-0.441406
0.078125,0.026855,-0.067871,1.005371,-2.875000,-1.937500,0.750000,0.202148,0.025879,-0.443848
0.082031,0.035156,-0.060059,0.974121,-2.750000,-2.375000,0.562500,0.202148,0.025879,-0.443848
0.085938,0.022949,-0.044434,0.985840,-2.500000,-2.750000,0.750000,0.202148,0.025879,-0.443848
0.089844,0.011230,-0.052246,1.005371,-2.250000,-3.125000,0.812500,0.202148,0.025879,-0.443848
0.093750,-0.003906,-0.052246,1.001465,-2.125000,-3.000000,1.062500,0.202148,0.025879,-0.443848
0.097656,0.022949,-0.052246,1.005371,-2.062500,-2.500000,1.187500,0.202148,0.025879,-0.443848
0.101563,0.003418,-0.052246,1.001465,-2.125000,-2.312500,1.437500,0.202148,0.025879,-0.443848
0.105469,0.019043,-0.048340,1.001465,-2.125000,-2.000000,1.187500,0.214844,0.036133,-0.446289
0.109375,0.011230,-0.036621,1.005371,-2.125000,-1.562500,0.750000,0.214844,0.036133,-0.446289
0.113281,0.003418,-0.056152,0.985840,-1.625000,-1.312500,0.312500,0.214844,0.036133,-0.446289
0.117188,0.015137,-0.028809,0.974121,-1.312500,-0.625000,0.125000,0.212402,0.031250,-0.436035
0.121094,0.019043,-0.040527,1.001465,-1.625000,-0.562500,0.062500,0.212402,0.031250,-0.436035
0.125000,-0.007813,-0.044434,1.001465,-1.312500,-0.375000,-0.375000,0.212402,0.031250,-0.436035
0.128906,0.003418,-0.056152,0.993652,-1.500000,0.125000,-0.125000,0.212402,0.031250,-0.436035
0.132813,0.011230,-0.060059,0.993652,-1.562500,0.250000,-0.375000,0.202148,0.020996,-0.443848
0.136719,0.003418,-0.048340,1.001465,-1.687500,0.312500,-0.312500,0.202148,0.020996,-0.443848
0.140625,0.000000,-0.063965,1.016602,-2.000000,0.562500,-0.375000,0.202148,0.020996,-0.443848
0.144531,0.000000,-0.056152,0.981934,-2.250000,0.625000,0.000000,0.205078,0.038574,-0.446289
0.148438,-0.003906,-0.048340,1.005371,-2.312500,1.125000,0.437500,0.205078,0.038574,-0.446289
0.152344,0.011230,-0.060059,0.989746,-2.000000,1.000000,0.625000,0.205078,0.038574,-0.446289
0.156250,0.011230,-0.052246,1.001465,-1.625000,0.937500,0.750000,0.214844,0.031250,-0.441406
0.160156,0.030762,-0.056152,0.978027,-1.250000,0.750000,0.750000,0.214844,0.031250,-0.441406
0.164063,0.022949,-0.052246,0.981934,-1.125000,0.062500,0.437500,0.214844,0.031250,-0.441406
0.167969,0.019043,-0.036621,1.001465,-1.250000,-0.250000,0.812500,0.214844,0.031250,-0.441406
0.171875,0.035156,-0.060059,0.997559,-1.312500,-1.125000,0.812500,0.202148,0.025879,-0.446289
0.175781,0.015137,-0.056152,0.993652,-1.437500,-1.187500,0.750000,0.202148,0.025879,-0.446289
0.179688,0.019043,-0.067871,0.989746,-1.750000,-1.812500,0.812500,0.202148,0.025879,-0.446289
0.183594,0.022949,-0.036621,0.981934,-2.000000,-2.125000,0.875000,0.205078,0.020996,-0.451172
0.187500,0.022949,-0.052246,1.005371,-2.125000,-2.062500,0.812500,0.205078,0.020996,-0.451172
0.191406,0.011230,-0.032715,1.001465,-1.750000,-1.812500,0.750000,0.205078,0.020996,-0.451172
0.195313,0.019043,-0.063965,1.012695,-1.375000,-1.687500,0.562500,0.205078,0.020996,-0.451172
0.199219,0.019043,-0.052246,0.981934,-0.812500,-1.750000,0.062500,0.205078,0.020996,-0.451172
0.203125,0.003418,-0.032715,0.989746,-0.312500,-1.562500,0.125000,0.205078,0.020996,-0.451172
0.207031,0.019043,-0.032715,1.001465,-0.312500,-1.000000,0.000000,0.205078,0.020996,-0.451172
0.210938,0.019043,-0.052246,1.009277,-0.062500,-0.687500,0.250000,0.217773,0.038574,-0.446289
0.214844,0.011230,-0.056152,1.020508,0.000000,-0.062500,0.125000,0.217773,0.038574,-0.446289
0.218750,0.022949,-0.067871,0.985840,-0.750000,0.000000,0.062500,0.217773,0.038574,-0.446289
0.222656,0.019043,-0.060059,1.012695,-1.500000,0.437500,-0.062500,0.212402,0.033691,-0.448730
0.226563,0.026855,-0.040527,1.012695,-1.750000,0.375000,-0.125000,0.212402,0.033691,-0.448730
0.230469,0.022949,-0.020996,1.005371,-1.812500,0.312500,-0.562500,0.212402,0.033691,-0.448730
0.234375,0.026855,-0.060059,1.001465,-1.687500,0.562500,-0.375000,0.212402,0.033691,-0.448730
0.238281,0.030762,-0.052246,0.993652,-2.000000,0.250000,-0.750000,0.205078,0.043457,-0.436035
0.242188,0.030762,-0.056152,1.005371,-2.437500,0.125000,-1.000000,0.205078,0.043457,-0.436035
0.246094,0.011230,-0.056152,0.985840,-2.250000,-0.187500,-1.375000,0.205078,0.043457,-0.436035
0.250000,-0.012207,-0.063965,0.989746,-1.437500,-0.187500,-1.500000,0.202148,0.043457,-0.448730
0.253906,0.019043,-0.056152,0.974121,-1.312500,-0.687500,-1.687500,0.202148,0.043457,-0.448730
0.257813,0.003418,-0.063965,1.001465,-0.687500,-0.812500,-1.375000,0.202148,0.043457,-0.448730
0.261719,0.011230,-0.071777,0.981934,-1.187500,-0.687500,-1.312500,0.202148,0.043457,-0.448730
0.265625,0.019043,-0.052246,0.997559,-1.437500,-0.375000,-1.437500,0.202148,0.043457,-0.448730
0.269531,0.015137,-0.063965,0.985840,-1.312500,-0.187500,-1.625000,0.202148,0.043457,-0.448730
0.273438,0.011230,-0.044434,1.001465,-0.812500,-0.062500,-1.750000,0.202148,0.043457,-0.448730
0.277344,0.000000,-0.028809,0.989746,-0.437500,0.250000,-1.812500,0.207520,0.041016,-0.438477
0.281250,0.019043,-0.017090,1.016602,0.000000,0.625000,-1.750000,0.207520,0.041016,-0.438477
