165559187,016, 174.80,  41.02,-172.20,    0.19,   -0.32,   -0.35,-0.039,-0.010,-0.060,-379.0, -27.0, -69.0
165559197,016, 174.80,  41.03,-172.20,    0.02,   -0.20,   -0.33,-0.039,-0.010,-0.060,-379.0, -27.0, -69.0
165559207,016, 174.81,  41.02,-172.19,    0.04,    0.11,   -0.31,-0.041, 0.005,-0.063,-378.0, -27.0, -69.0
165559217,016, 174.81,  41.02,-172.19,    0.18,    0.18,   -0.23,-0.041, 0.005,-0.063,-379.0, -28.0, -68.0
165559227,016, 174.81,  41.02,-172.19,    0.18,   -0.06,   -0.02,-0.063, 0.013,-0.054,-378.0, -26.0, -68.0
165559237,016, 174.81,  41.02,-172.19,   -0.09,   -0.06,   -0.03,-0.063, 0.013,-0.054,-378.0, -26.0, -68.0
165559247,016, 174.81,  41.03,-172.19,   -0.02,   -0.08,   -0.28,-0.043, 0.005,-0.083,-379.0, -26.0, -68.0
165559257,016, 174.81,  41.03,-172.19,    0.25,   -0.06,   -0.17,-0.043, 0.005,-0.083,-379.0, -27.0, -68.0
165559267,016, 174.81,  41.03,-172.19,   -0.03,   -0.03,    0.09,-0.050, 0.023,-0.060,-379.0, -27.0, -70.0
165559277,016, 174.81,  41.03,-172.19,   -0.05,    0.13,    0.21,-0.050, 0.023,-0.060,-379.0, -27.0, -70.0
165559287,016, 174.81,  41.03,-172.20,    0.16,   -0.01,    0.00,-0.037, 0.002,-0.067,-378.0, -26.0, -69.0
165559297,016, 174.81,  41.03,-172.20,    0.18,    0.10,    0.02,-0.037, 0.002,-0.067,-378.0, -28.0, -67.0
165559307,016, 174.81,  41.03,-172.20,   -0.02,    0.10,    0.18,-0.056, 0.008,-0.064,-378.0, -27.0, -69.0
165559317,016, 174.81,  41.03,-172.20,   -0.05,    0.11,    0.07,-0.056, 0.008,-0.064,-376.0, -27.0, -68.0
165559327,016, 174.81,  41.03,-172.20,   -0.12,    0.10,    0.02,-0.049, 0.002,-0.086,-376.0, -27.0, -68.0
165559337,016, 174.81,  41.03,-172.20,    0.18,   -0.08,    0.09,-0.049, 0.002,-0.086,-376.0, -26.0, -69.0
165559347,016, 174.81,  41.03,-172.20,    0.07,    0.01,    0.04,-0.047, 0.008,-0.075,-380.0, -27.0, -69.0
165559357,016, 174.81,  41.03,-172.21,    0.12,   -0.06,   -0.12,-0.047, 0.008,-0.075,-379.0, -26.0, -69.0
165559367,016, 174.81,  41.03,-172.21,    0.26,    0.10,    0.00,-0.048,-0.002,-0.060,-379.0, -26.0, -69.0
165559377,016, 174.81,  41.03,-172.21,   -0.23,    0.06,    0.09,-0.048,-0.002,-0.060,-379.0, -27.0, -69.0
165559387,016, 174.80,  41.03,-172.21,   -0.24,    0.03,    0.00,-0.054, 0.010,-0.063,-380.0, -26.0, -69.0
165559397,016, 174.80,  41.03,-172.22,    0.00,   -0.36,    0.11,-0.054, 0.010,-0.063,-379.0, -27.0, -69.0
165559407,016, 174.80,  41.04,-172.21,    0.04,   -0.32,    0.00,-0.039, 0.019,-0.060,-379.0, -27.0, -69.0
165559417,016, 174.81,  41.04,-172.21,   -0.07,   -0.10,   -0.31,-0.040, 0.019,-0.060,-378.0, -28.0, -68.0
165559427,016, 174.81,  41.04,-172.21,    0.09,   -0.29,   -0.02,-0.067, 0.018,-0.064,-378.0, -27.0, -69.0
165559437,016, 174.81,  41.04,-172.21,   -0.09,   -0.24,    0.12,-0.067, 0.018,-0.064,-378.0, -27.0, -68.0
165559447,016, 174.81,  41.05,-172.21,   -0.09,   -0.38,    0.14,-0.044, 0.021,-0.079,-378.0, -27.0, -68.0
165559457,016, 174.81,  41.05,-172.21,    0.16,    0.04,    0.16,-0.044, 0.021,-0.079,-378.0, -27.0, -68.0
165559467,016, 174.81,  41.05,-172.21,    0.32,    0.20,   -0.07,-0.048, 0.024,-0.062,-380.0, -27.0, -69.0
165559477,016, 174.82,  41.05,-172.20,    0.12,   -0.03,   -0.16,-0.048, 0.024,-0.062,-378.0, -27.0, -68.0
165559487,016, 174.82,  41.05,-172.20,   -0.09,    0.20,   -0.26,-0.048, 0.015,-0.065,-378.0, -27.0, -68.0
165559497,016, 174.82,  41.04,-172.20,   -0.17,    0.18,   -0.05,-0.056, 0.015,-0.065,-378.0, -26.0, -68.0
165559507,016, 174.81,  41.04,-172.21,   -0.16,    0.29,    0.18,-0.056, 0.015,-0.065,-379.0, -25.0, -69.0
165559517,016, 174.81,  41.04,-172.21,   -0.12,    0.38,    0.02,-0.045, 0.004,-0.067,-376.0, -26.0, -70.0
165559527,016, 174.81,  41.04,-172.21,    0.05,    0.20,   -0.17,-0.044, 0.004,-0.067,-376.0, -26.0, -70.0
165559537,016, 174.81,  41.04,-172.21,    0.04,    0.11,   -0.21,-0.031, 0.010,-0.068,-378.0, -26.0, -69.0
165559547,016, 174.81,  41.04,-172.21,   -0.10,    0.31,    0.07,-0.031, 0.010,-0.068,-379.0, -27.0, -69.0
165559557,016, 174.80,  41.04,-172.21,   -0.07,   -0.06,    0.11,-0.053, 0.007,-0.046,-376.0, -26.0, -68.0
165559567,016, 174.80,  41.04,-172.22,    0.04,   -0.03,    0.09,-0.053, 0.007,-0.046,-376.0, -26.0, -68.0
165559577,016, 174.80,  41.04,-172.22,   -0.02,   -0.06,    0.02,-0.051,-0.005,-0.044,-378.0, -27.0, -68.0
165559587,016, 174.80,  41.03,-172.22,    0.05,    0.03,    0.05,-0.051,-0.005,-0.044,-378.0, -27.0, -68.0
165559597,016, 174.80,  41.03,-172.22,   -0.02,    0.01,    0.14,-0.055,-0.002,-0.065,-379.0, -27.0, -69.0
165559607,016, 174.80,  41.03,-172.22,    0.02,    0.01,    0.11,-0.055,-0.002,-0.065,-379.0, -27.0, -69.0
165559617,016, 174.80,  41.03,-172.23,    0.05,    0.18,   -0.14,-0.052,-0.009,-0.078,-378.0, -25.0, -69.0
165559627,016, 174.80,  41.04,-172.23,    0.14,   -0.17,   -0.19,-0.052,-0.009,-0.078,-379.0, -28.0, -69.0
165559637,016, 174.81,  41.04,-172.22,    0.19,   -0.22,   -0.21,-0.040, 0.023,-0.063,-378.0, -29.0, -69.0
165559647,016, 174.82,  41.04,-172.20,    0.14,   -0.20,   -0.33,-0.040, 0.023,-0.063,-378.0, -29.0, -69.0
165559657,016, 174.82,  41.04,-172.20,    0.04,   -0.24,   -0.16,-0.052,-0.005,-0.068,-379.0, -27.0, -68.0
165559667,016, 174.81,  41.05,-172.21,   -0.14,   -0.11,    0.11,-0.052,-0.005,-0.068,-378.0, -26.0, -69.0
165559677,016, 174.81,  41.05,-172.21,   -0.30,    0.10,   -0.12,-0.048,-0.004,-0.058,-378.0, -27.0, -68.0
165559687,016, 174.81,  41.05,-172.20,   -0.26,   -0.10,   -0.35,-0.048,-0.004,-0.058,-378.0, -27.0, -68.0
165559697,016, 174.81,  41.05,-172.20,   -0.21,   -0.17,   -0.10,-0.049, 0.007,-0.054,-378.0, -28.0, -69.0
165559707,016, 174.81,  41.05,-172.20,    0.28,    0.01,    0.23,-0.049, 0.007,-0.054,-379.0, -27.0, -69.0
165559717,016, 174.81,  41.05,-172.20,    0.23,   -0.20,    0.12,-0.064, 0.001,-0.056,-376.0, -28.0, -66.0
165559727,016, 174.81,  41.05,-172.20,   -0.09,    0.06,    0.28,-0.064, 0.001,-0.056,-376.0, -28.0, -66.0
165559737,016, 174.81,  41.05,-172.21,   -0.17,    0.04,    0.16,-0.068, 0.015,-0.066,-378.0, -27.0, -68.0
165559747,016, 174.81,  41.04,-172.21,   -0.09,    0.13,   -0.02,-0.068, 0.015,-0.066,-380.0, -27.0, -69.0
165559757,016, 174.80,  41.04,-172.21,   -0.09,    0.10,    0.02,-0.054,-0.006,-0.039,-378.0, -26.0, -69.0
165559767,016, 174.80,  41.04,-172.21,   -0.12,    0.01,    0.04,-0.054,-0.006,-0.039,-379.0, -28.0, -67.0
165559777,016, 174.81,  41.04,-172.21,    0.14,    0.18,    0.05,-0.052,-0.004,-0.051,-379.0, -28.0, -67.0
165559787,016, 174.81,  41.04,-172.21,    0.26,   -0.15,    0.04,-0.052,-0.004,-0.051,-379.0, -27.0, -69.0
165559797,016, 174.81,  41.04,-172.21,    0.11,    0.06,   -0.12,-0.041, 0.004,-0.064,-379.0, -28.0, -68.0
165559807,016, 174.81,  41.04,-172.20,    0.00,    0.10,   -0.09,-0.041, 0.004,-0.064,-379.0, -27.0, -69.0
165559817,016, 174.81,  41.04,-172.20,    0.19,   -0.06,   -0.09,-0.045, 0.006,-0.060,-379.0, -27.0, -69.0
165559827,016, 174.82,  41.04,-172.20,    0.33,   -0.18,   -0.17,-0.045, 0.006,-0.060,-379.0, -27.0, -69.0
165559837,016, 174.82,  41.05,-172.20,    0.05,   -0.11,   -0.09,-0.048,-0.006,-0.072,-378.0, -28.0, -68.0
165559847,016, 174.82,  41.04,-172.20,   -0.09,    0.25,   -0.09,-0.048,-0.006,-0.072,-378.0, -26.0, -68.0
165559857,016, 174.81,  41.04,-172.21,    0.04,    0.64,    0.05,-0.049, 0.005,-0.070,-378.0, -26.0, -68.0
165559867,016, 174.81,  41.03,-172.21,    0.04,    0.48,    0.16,-0.048, 0.005,-0.070,-379.0, -26.0, -69.0
165559877,016, 174.81,  41.03,-172.21,    0.07,    0.41,    0.32,-0.045, 0.005,-0.064,-376.0, -27.0, -68.0
165559887,016, 174.81,  41.03,-172.21,    0.00,    0.27,    0.28,-0.045, 0.005,-0.064,-379.0, -28.0, -69.0
165559897,016, 174.81,  41.03,-172.21,   -0.07,    0.03,   -0.16,-0.038, 0.012,-0.062,-379.0, -28.0, -69.0
165559907,016, 174.81,  41.03,-172.21,   -0.10,   -0.04,    0.12,-0.038, 0.012,-0.062,-379.0, -28.0, -69.0
165559917,016, 174.81,  41.03,-172.21,   -0.10,   -0.03,   -0.12,-0.065,-0.006,-0.064,-376.0, -26.0, -68.0
165559927,016, 174.81,  41.03,-172.21,    0.05,    0.06,   -0.26,-0.065,-0.006,-0.064,-378.0, -27.0, -68.0
165559937,016, 174.81,  41.03,-172.21,    0.04,    0.27,   -0.07,-0.053, 0.008,-0.061,-378.0, -27.0, -68.0
165559947,016, 174.81,  41.02,-172.20,   -0.10,    0.41,   -0.14,-0.053, 0.008,-0.061,-378.0, -27.0, -69.0
165559957,016, 174.81,  41.02,-172.20,   -0.12,    0.01,   -0.14,-0.051,-0.004,-0.078,-376.0, -27.0, -67.0
165559967,016, 174.81,  41.03,-172.20,   -0.14,   -0.20,    0.02,-0.051,-0.004,-0.078,-379.0, -28.0, -70.0
